date,indicator,value,entity
2021-01-21,Daily hospital occupancy,148.0,Finland
2021-01-22,Daily hospital occupancy,136.0,Finland
2021-01-25,Daily hospital occupancy,131.0,Finland
2021-01-26,Daily hospital occupancy,141.0,Finland
2021-01-27,Daily hospital occupancy,148.0,Finland
2021-01-28,Daily hospital occupancy,138.0,Finland
2021-01-29,Daily hospital occupancy,126.0,Finland
2021-02-01,Daily hospital occupancy,135.0,Finland
2021-02-02,Daily hospital occupancy,141.0,Finland
2021-02-03,Daily hospital occupancy,129.0,Finland
2021-02-04,Daily hospital occupancy,128.0,Finland
2021-02-05,Daily hospital occupancy,124.0,Finland
2021-02-08,Daily hospital occupancy,125.0,Finland
2021-02-09,Daily hospital occupancy,129.0,Finland
2021-02-10,Daily hospital occupancy,118.0,Finland
2021-02-11,Daily hospital occupancy,112.0,Finland
2021-02-12,Daily hospital occupancy,109.0,Finland
2021-02-15,Daily hospital occupancy,129.0,Finland
2021-02-16,Daily hospital occupancy,122.0,Finland
2021-02-17,Daily hospital occupancy,132.0,Finland
2021-02-18,Daily hospital occupancy,137.0,Finland
2021-02-19,Daily hospital occupancy,141.0,Finland
2021-02-22,Daily hospital occupancy,170.0,Finland
2021-02-23,Daily hospital occupancy,186.0,Finland
2021-02-24,Daily hospital occupancy,193.0,Finland
2021-02-25,Daily hospital occupancy,194.0,Finland
2021-02-26,Daily hospital occupancy,210.0,Finland
2021-03-01,Daily hospital occupancy,239.0,Finland
2021-03-02,Daily hospital occupancy,247.0,Finland
2021-03-03,Daily hospital occupancy,258.0,Finland
2021-03-04,Daily hospital occupancy,245.0,Finland
2021-03-05,Daily hospital occupancy,239.0,Finland
2021-03-08,Daily hospital occupancy,251.0,Finland
2021-03-09,Daily hospital occupancy,248.0,Finland
2021-03-10,Daily hospital occupancy,256.0,Finland
2021-03-11,Daily hospital occupancy,260.0,Finland
2021-03-12,Daily hospital occupancy,264.0,Finland
2021-03-15,Daily hospital occupancy,274.0,Finland
2021-03-16,Daily hospital occupancy,283.0,Finland
2021-03-17,Daily hospital occupancy,278.0,Finland
2021-03-18,Daily hospital occupancy,275.0,Finland
2021-03-19,Daily hospital occupancy,271.0,Finland
2021-03-22,Daily hospital occupancy,306.0,Finland
2021-03-23,Daily hospital occupancy,302.0,Finland
2021-03-24,Daily hospital occupancy,295.0,Finland
2021-03-25,Daily hospital occupancy,287.0,Finland
2021-03-26,Daily hospital occupancy,313.0,Finland
2021-03-29,Daily hospital occupancy,313.0,Finland
2021-03-30,Daily hospital occupancy,304.0,Finland
2021-03-31,Daily hospital occupancy,295.0,Finland
2021-04-01,Daily hospital occupancy,264.0,Finland
2021-04-06,Daily hospital occupancy,249.0,Finland
2021-04-07,Daily hospital occupancy,250.0,Finland
2021-04-08,Daily hospital occupancy,235.0,Finland
2021-04-09,Daily hospital occupancy,224.0,Finland
2021-04-12,Daily hospital occupancy,185.0,Finland
2021-04-13,Daily hospital occupancy,182.0,Finland
2021-04-14,Daily hospital occupancy,180.0,Finland
2021-04-15,Daily hospital occupancy,161.0,Finland
2021-04-16,Daily hospital occupancy,161.0,Finland
2021-04-19,Daily hospital occupancy,166.0,Finland
2021-04-20,Daily hospital occupancy,163.0,Finland
2021-04-21,Daily hospital occupancy,142.0,Finland
2021-04-22,Daily hospital occupancy,129.0,Finland
2021-04-23,Daily hospital occupancy,132.0,Finland
2021-04-26,Daily hospital occupancy,136.0,Finland
2021-04-27,Daily hospital occupancy,132.0,Finland
2021-04-28,Daily hospital occupancy,133.0,Finland
2021-04-29,Daily hospital occupancy,125.0,Finland
2021-04-30,Daily hospital occupancy,126.0,Finland
2021-05-03,Daily hospital occupancy,120.0,Finland
2021-05-04,Daily hospital occupancy,128.0,Finland
2021-05-05,Daily hospital occupancy,130.0,Finland
2021-05-06,Daily hospital occupancy,127.0,Finland
2021-05-07,Daily hospital occupancy,133.0,Finland
2021-05-10,Daily hospital occupancy,121.0,Finland
2021-05-11,Daily hospital occupancy,114.0,Finland
2021-05-12,Daily hospital occupancy,114.0,Finland
2021-05-14,Daily hospital occupancy,122.0,Finland
2021-05-17,Daily hospital occupancy,132.0,Finland
2021-05-18,Daily hospital occupancy,137.0,Finland
2021-05-19,Daily hospital occupancy,148.0,Finland
2021-05-20,Daily hospital occupancy,135.0,Finland
2021-05-21,Daily hospital occupancy,136.0,Finland
2021-05-24,Daily hospital occupancy,118.0,Finland
2021-05-25,Daily hospital occupancy,114.0,Finland
2021-05-26,Daily hospital occupancy,101.0,Finland
2021-05-27,Daily hospital occupancy,99.0,Finland
2021-05-28,Daily hospital occupancy,107.0,Finland
2021-05-31,Daily hospital occupancy,95.0,Finland
2021-06-02,Daily hospital occupancy,79.0,Finland
2021-06-09,Daily hospital occupancy,58.0,Finland
2021-06-16,Daily hospital occupancy,43.0,Finland
2021-06-23,Daily hospital occupancy,33.0,Finland
2020-03-21,Daily ICU occupancy,0.0,Finland
2020-03-25,Daily ICU occupancy,22.0,Finland
2020-03-26,Daily ICU occupancy,24.0,Finland
2020-03-27,Daily ICU occupancy,32.0,Finland
2020-03-28,Daily ICU occupancy,31.0,Finland
2020-03-29,Daily ICU occupancy,41.0,Finland
2020-03-30,Daily ICU occupancy,49.0,Finland
2020-03-31,Daily ICU occupancy,56.0,Finland
2020-04-01,Daily ICU occupancy,62.0,Finland
2020-04-02,Daily ICU occupancy,65.0,Finland
2020-04-03,Daily ICU occupancy,72.0,Finland
2020-04-04,Daily ICU occupancy,73.0,Finland
2020-04-05,Daily ICU occupancy,76.0,Finland
2020-04-06,Daily ICU occupancy,81.0,Finland
2020-04-07,Daily ICU occupancy,83.0,Finland
2020-04-08,Daily ICU occupancy,82.0,Finland
2020-04-09,Daily ICU occupancy,82.0,Finland
2020-04-10,Daily ICU occupancy,81.0,Finland
2020-04-11,Daily ICU occupancy,80.0,Finland
2020-04-12,Daily ICU occupancy,77.0,Finland
2020-04-13,Daily ICU occupancy,74.0,Finland
2020-04-14,Daily ICU occupancy,75.0,Finland
2020-04-15,Daily ICU occupancy,75.0,Finland
2020-04-16,Daily ICU occupancy,76.0,Finland
2020-04-17,Daily ICU occupancy,73.0,Finland
2020-04-18,Daily ICU occupancy,70.0,Finland
2020-04-19,Daily ICU occupancy,68.0,Finland
2020-04-20,Daily ICU occupancy,67.0,Finland
2020-04-21,Daily ICU occupancy,63.0,Finland
2020-04-22,Daily ICU occupancy,63.0,Finland
2020-04-23,Daily ICU occupancy,60.0,Finland
2020-04-24,Daily ICU occupancy,61.0,Finland
2020-04-25,Daily ICU occupancy,60.0,Finland
2020-04-26,Daily ICU occupancy,62.0,Finland
2020-04-27,Daily ICU occupancy,56.0,Finland
2020-04-28,Daily ICU occupancy,56.0,Finland
2020-04-29,Daily ICU occupancy,51.0,Finland
2020-04-30,Daily ICU occupancy,48.0,Finland
2020-05-01,Daily ICU occupancy,49.0,Finland
2020-05-02,Daily ICU occupancy,52.0,Finland
2020-05-03,Daily ICU occupancy,49.0,Finland
2020-05-04,Daily ICU occupancy,49.0,Finland
2020-05-05,Daily ICU occupancy,48.0,Finland
2020-05-06,Daily ICU occupancy,44.0,Finland
2020-05-07,Daily ICU occupancy,44.0,Finland
2020-05-08,Daily ICU occupancy,45.0,Finland
2020-05-09,Daily ICU occupancy,45.0,Finland
2020-05-10,Daily ICU occupancy,45.0,Finland
2020-05-11,Daily ICU occupancy,44.0,Finland
2020-05-12,Daily ICU occupancy,34.0,Finland
2020-05-13,Daily ICU occupancy,35.0,Finland
2020-05-14,Daily ICU occupancy,33.0,Finland
2020-05-15,Daily ICU occupancy,32.0,Finland
2020-05-16,Daily ICU occupancy,30.0,Finland
2020-05-17,Daily ICU occupancy,29.0,Finland
2020-05-18,Daily ICU occupancy,34.0,Finland
2020-05-19,Daily ICU occupancy,25.0,Finland
2020-05-20,Daily ICU occupancy,20.0,Finland
2020-05-21,Daily ICU occupancy,22.0,Finland
2020-05-22,Daily ICU occupancy,21.0,Finland
2020-05-23,Daily ICU occupancy,21.0,Finland
2020-05-24,Daily ICU occupancy,19.0,Finland
2020-05-25,Daily ICU occupancy,18.0,Finland
2020-05-26,Daily ICU occupancy,11.0,Finland
2020-05-27,Daily ICU occupancy,11.0,Finland
2020-05-28,Daily ICU occupancy,11.0,Finland
2020-05-29,Daily ICU occupancy,10.0,Finland
2020-05-30,Daily ICU occupancy,11.0,Finland
2020-05-31,Daily ICU occupancy,10.0,Finland
2020-06-01,Daily ICU occupancy,9.0,Finland
2020-06-02,Daily ICU occupancy,9.0,Finland
2020-06-03,Daily ICU occupancy,7.0,Finland
2020-06-04,Daily ICU occupancy,7.0,Finland
2020-06-05,Daily ICU occupancy,8.0,Finland
2020-06-06,Daily ICU occupancy,7.0,Finland
2020-06-07,Daily ICU occupancy,6.0,Finland
2020-06-08,Daily ICU occupancy,6.0,Finland
2020-06-09,Daily ICU occupancy,4.0,Finland
2020-06-10,Daily ICU occupancy,4.0,Finland
2020-06-11,Daily ICU occupancy,4.0,Finland
2020-06-12,Daily ICU occupancy,3.0,Finland
2020-06-13,Daily ICU occupancy,2.0,Finland
2020-06-14,Daily ICU occupancy,1.0,Finland
2020-06-15,Daily ICU occupancy,3.0,Finland
2020-06-16,Daily ICU occupancy,2.0,Finland
2020-06-17,Daily ICU occupancy,2.0,Finland
2020-06-22,Daily ICU occupancy,2.0,Finland
2020-06-24,Daily ICU occupancy,2.0,Finland
