location,date,vaccine,source_url,total_vaccinations,people_vaccinated,total_boosters
Switzerland,2022-03-04,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15585010,6074977,3655473
Switzerland,2022-03-05,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15587053,6075079,3656796
Switzerland,2022-03-06,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15587223,6075098,3656837
Switzerland,2022-03-07,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15589477,6075245,3658541
Switzerland,2022-03-08,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15591433,6075359,3660035
Switzerland,2022-03-09,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15595665,6075714,3662691
Switzerland,2022-03-10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15597461,6075829,3663930
Switzerland,2022-03-11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15601491,6076046,3667055
Switzerland,2022-03-12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15603647,6076171,3668662
Switzerland,2022-03-13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15603653,6076174,3668665
Switzerland,2022-03-14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15605935,6076281,3670562
Switzerland,2022-03-15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15607609,6076376,3671885
Switzerland,2022-03-16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15611688,6076694,3674725
Switzerland,2022-03-17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15613178,6076777,3675885
Switzerland,2022-03-18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15617138,6076955,3679199
Switzerland,2022-03-19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15618981,6077078,3680607
Switzerland,2022-03-21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15621194,6077182,3682444
Switzerland,2022-03-22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15622885,6077247,3683898
Switzerland,2022-03-23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15626930,6077537,3686938
Switzerland,2022-03-24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15628640,6077639,3688320
Switzerland,2022-03-25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15632870,6077833,3691953
Switzerland,2022-03-26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15634830,6077926,3693590
Switzerland,2022-03-27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15634836,6077926,3693596
Switzerland,2022-03-28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15637083,6078038,3695521
Switzerland,2022-03-29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15639100,6078109,3697270
Switzerland,2022-03-30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15643596,6078420,3700775
Switzerland,2022-03-31,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15645659,6078521,3702455
Switzerland,2022-04-01,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15648582,6078680,3704914
Switzerland,2022-04-02,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15650164,6078769,3706219
Switzerland,2022-04-04,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15652238,6078865,3707962
Switzerland,2022-04-05,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15653908,6078948,3709400
Switzerland,2022-04-06,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15656925,6079159,3711858
Switzerland,2022-04-07,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15658394,6079237,3713138
Switzerland,2022-04-08,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15661169,6079363,3715557
Switzerland,2022-04-09,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15662785,6079462,3716924
Switzerland,2022-04-10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15662786,6079462,3716925
Switzerland,2022-04-11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15664676,6079558,3718576
Switzerland,2022-04-12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15666423,6079645,3720100
Switzerland,2022-04-13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15669110,6079857,3722261
Switzerland,2022-04-14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15670607,6079921,3723562
Switzerland,2022-04-15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15670894,6079927,3723818
Switzerland,2022-04-16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15671409,6079966,3724242
Switzerland,2022-04-17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15671411,6079966,3724244
Switzerland,2022-04-18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15671471,6079968,3724295
Switzerland,2022-04-19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15672802,6080048,3725439
Switzerland,2022-04-20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15675042,6080233,3727253
Switzerland,2022-04-21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15676177,6080298,3728186
Switzerland,2022-04-22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15678499,6080457,3730150
Switzerland,2022-04-23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15679697,6080544,3731159
Switzerland,2022-04-24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15679714,6080544,3731175
Switzerland,2022-04-25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15681358,6080661,3732540
Switzerland,2022-04-26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15682673,6080753,3733653
Switzerland,2022-04-27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15685066,6080998,3735518
Switzerland,2022-04-28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15686040,6081055,3736340
Switzerland,2022-04-29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15688436,6081213,3738354
Switzerland,2022-04-30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15689379,6081291,3739131
Switzerland,2022-05-01,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15689395,6081292,3739146
Switzerland,2022-05-02,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15690552,6081386,3740091
Switzerland,2022-05-03,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15691700,6081452,3741053
Switzerland,2022-05-04,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15694074,6081726,3742870
Switzerland,2022-05-05,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15695191,6081815,3743787
Switzerland,2022-05-06,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15697081,6081958,3745384
Switzerland,2022-05-07,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15697824,6082041,3745996
Switzerland,2022-05-08,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15697834,6082041,3746006
Switzerland,2022-05-09,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15699074,6082127,3747037
Switzerland,2022-05-10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15700342,6082198,3748139
Switzerland,2022-05-11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15702804,6082521,3750033
Switzerland,2022-05-12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15703901,6082595,3750966
Switzerland,2022-05-13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15705995,6082746,3752745
Switzerland,2022-05-14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15706978,6082872,3753508
Switzerland,2022-05-15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15706984,6082874,3753512
Switzerland,2022-05-16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15708236,6082966,3754587
Switzerland,2022-05-17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15709374,6083061,3755554
Switzerland,2022-05-18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15711561,6083370,3757201
Switzerland,2022-05-19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15712720,6083467,3758167
Switzerland,2022-05-20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15714530,6083622,3759668
Switzerland,2022-05-21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15715496,6083728,3760425
Switzerland,2022-05-23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15716779,6083837,3761476
Switzerland,2022-05-24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15718239,6083932,3762715
Switzerland,2022-05-25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15721013,6084344,3764719
Switzerland,2022-05-26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15721131,6084360,3764817
Switzerland,2022-05-27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15722648,6084474,3766013
Switzerland,2022-05-28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15723260,6084537,3766506
Switzerland,2022-05-30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15724487,6084613,3767533
Switzerland,2022-05-31,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15725697,6084675,3768534
Switzerland,2022-06-01,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15728099,6084953,3770330
Switzerland,2022-06-02,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15729197,6085028,3771235
Switzerland,2022-06-03,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15731309,6085168,3773015
Switzerland,2022-06-04,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15732073,6085262,3773570
Switzerland,2022-06-05,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15732087,6085262,3773581
Switzerland,2022-06-06,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15732299,6085282,3773701
Switzerland,2022-06-07,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15733592,6085350,3774744
Switzerland,2022-06-08,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15736386,6085614,3776867
Switzerland,2022-06-09,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15737509,6085699,3777792
Switzerland,2022-06-10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15739607,6085813,3779559
Switzerland,2022-06-11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15740580,6085894,3780329
Switzerland,2022-06-12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15740581,6085895,3780329
Switzerland,2022-06-13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15742005,6085991,3781514
Switzerland,2022-06-14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15743265,6086059,3782570
Switzerland,2022-06-15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15746286,6086304,3784875
Switzerland,2022-06-16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15747461,6086366,3785842
Switzerland,2022-06-17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15749735,6086480,3787790
Switzerland,2022-06-18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15750376,6086522,3788258
Switzerland,2022-06-20,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15751807,6086584,3789490
Switzerland,2022-06-21,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15753323,6086643,3790797
Switzerland,2022-06-22,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15756862,6086879,3793591
Switzerland,2022-06-23,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15758341,6086930,3794920
Switzerland,2022-06-24,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15760718,6087034,3796965
Switzerland,2022-06-25,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15761812,6087096,3797869
Switzerland,2022-06-26,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15761813,6087096,3797869
Switzerland,2022-06-27,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15763351,6087169,3799216
Switzerland,2022-06-28,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15764946,6087219,3800617
Switzerland,2022-06-29,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15768700,6087438,3803744
Switzerland,2022-06-30,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15770511,6087495,3805364
Switzerland,2022-07-01,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15773325,6087601,3807840
Switzerland,2022-07-02,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15774544,6087663,3808865
Switzerland,2022-07-04,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15776247,6087729,3810378
Switzerland,2022-07-05,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15778463,6087797,3812353
Switzerland,2022-07-06,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15783299,6087990,3816646
Switzerland,2022-07-07,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15786706,6088051,3819789
Switzerland,2022-07-08,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15791731,6088149,3824454
Switzerland,2022-07-09,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15793250,6088196,3825850
Switzerland,2022-07-10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15793276,6088196,3825876
Switzerland,2022-07-11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15796924,6088281,3829236
Switzerland,2022-07-12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15801173,6088371,3833160
Switzerland,2022-07-13,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15809320,6088521,3840748
Switzerland,2022-07-14,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15815452,6088581,3846538
Switzerland,2022-07-15,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15822818,6088719,3853481
Switzerland,2022-07-16,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15824457,6088761,3854999
Switzerland,2022-07-17,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15824637,6088762,3855175
Switzerland,2022-07-18,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15829232,6088823,3859536
Switzerland,2022-07-19,"Johnson&Johnson, Moderna, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15835715,6088902,3865736
Switzerland,2022-07-20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15844361,6089038,3873866
Switzerland,2022-07-21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15851182,6089108,3880402
Switzerland,2022-07-22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15858347,6089208,3887210
Switzerland,2022-07-23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15859749,6089240,3888524
Switzerland,2022-07-24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15859979,6089240,3888750
Switzerland,2022-07-25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15864322,6089294,3892842
Switzerland,2022-07-26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15870524,6089387,3898716
Switzerland,2022-07-27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15879515,6089528,3907225
Switzerland,2022-07-28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15885786,6089589,3913248
Switzerland,2022-07-29,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15891917,6089707,3919046
Switzerland,2022-07-30,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15893045,6089733,3920103
Switzerland,2022-07-31,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15893066,6089735,3920122
Switzerland,2022-08-01,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15893173,6089737,3920227
Switzerland,2022-08-02,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15896468,6089800,3923299
Switzerland,2022-08-03,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15903335,6089909,3929752
Switzerland,2022-08-04,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15908493,6089980,3934664
Switzerland,2022-08-05,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15912687,6090079,3938559
Switzerland,2022-08-06,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15913539,6090098,3939344
Switzerland,2022-08-07,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15913595,6090098,3939399
Switzerland,2022-08-08,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15916636,6090154,3942254
Switzerland,2022-08-09,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15920462,6090226,3945837
Switzerland,2022-08-10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15926728,6090366,3951586
Switzerland,2022-08-11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15930517,6090421,3955161
Switzerland,2022-08-12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15935384,6090522,3959705
Switzerland,2022-08-13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15935729,6090531,3960026
Switzerland,2022-08-14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,15935737,6090531,3960034
