location,date,vaccine,source_url,total_vaccinations,people_vaccinated,total_boosters
Switzerland,2023-01-17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16902761,6095674,4859418
Switzerland,2023-01-18,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16904995,6095711,4861158
Switzerland,2023-01-19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16906631,6095727,4862399
Switzerland,2023-01-20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16908671,6095754,4864016
Switzerland,2023-01-21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16909170,6095768,4864439
Switzerland,2023-01-23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16910131,6095782,4865183
Switzerland,2023-01-24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16911031,6095786,4865810
Switzerland,2023-01-25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16912814,6095824,4867181
Switzerland,2023-01-26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16913870,6095834,4867935
Switzerland,2023-01-27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16915327,6095867,4869027
Switzerland,2023-01-28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16915678,6095869,4869321
Switzerland,2023-01-29,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16915682,6095869,4869323
Switzerland,2023-01-30,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16916482,6095881,4869858
Switzerland,2023-01-31,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16917099,6095889,4870350
Switzerland,2023-02-01,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16918167,6095909,4871127
Switzerland,2023-02-02,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16918937,6095925,4871654
Switzerland,2023-02-03,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16920070,6095943,4872536
Switzerland,2023-02-04,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16920309,6095951,4872728
Switzerland,2023-02-06,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16920819,6095971,4873108
Switzerland,2023-02-07,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16921307,6095984,4873461
Switzerland,2023-02-08,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16922234,6096012,4874134
Switzerland,2023-02-09,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16922854,6096017,4874531
Switzerland,2023-02-10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16923686,6096051,4875154
Switzerland,2023-02-11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16923885,6096060,4875317
Switzerland,2023-02-12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16923891,6096060,4875322
Switzerland,2023-02-13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16924309,6096069,4875613
Switzerland,2023-02-14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16924764,6096074,4875911
Switzerland,2023-02-15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16925489,6096106,4876415
Switzerland,2023-02-16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16926062,6096118,4876807
Switzerland,2023-02-17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16926748,6096148,4877309
Switzerland,2023-02-18,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16926881,6096152,4877418
Switzerland,2023-02-19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16926882,6096152,4877419
Switzerland,2023-02-20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16927222,6096164,4877671
Switzerland,2023-02-21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16927546,6096179,4877896
Switzerland,2023-02-22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16928166,6096209,4878298
Switzerland,2023-02-23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16928622,6096218,4878570
Switzerland,2023-02-24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16929345,6096238,4879090
Switzerland,2023-02-25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16929517,6096252,4879232
Switzerland,2023-02-26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16929527,6096252,4879237
Switzerland,2023-02-27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16929943,6096282,4879493
Switzerland,2023-02-28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16930321,6096293,4879770
Switzerland,2023-03-01,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16930622,6096313,4879997
Switzerland,2023-03-02,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16930885,6096322,4880191
Switzerland,2023-03-03,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16931305,6096330,4880470
Switzerland,2023-03-04,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16931458,6096338,4880586
Switzerland,2023-03-06,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16931693,6096349,4880739
Switzerland,2023-03-07,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16931972,6096356,4880943
Switzerland,2023-03-08,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16932415,6096386,4881243
Switzerland,2023-03-09,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16932636,6096392,4881389
Switzerland,2023-03-10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16933100,6096419,4881720
Switzerland,2023-03-11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16933195,6096423,4881791
Switzerland,2023-03-13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16933425,6096431,4881949
Switzerland,2023-03-14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16933671,6096442,4882102
Switzerland,2023-03-15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16934014,6096466,4882317
Switzerland,2023-03-16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16934216,6096478,4882444
Switzerland,2023-03-17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16934508,6096501,4882648
Switzerland,2023-03-18,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16934622,6096511,4882720
Switzerland,2023-03-19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16934623,6096511,4882720
Switzerland,2023-03-20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16934762,6096519,4882813
Switzerland,2023-03-21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16934934,6096528,4882922
Switzerland,2023-03-22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16935234,6096552,4883123
Switzerland,2023-03-23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16935361,6096552,4883215
Switzerland,2023-03-24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16935647,6096573,4883411
Switzerland,2023-03-25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16935790,6096575,4883476
Switzerland,2023-03-27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16935957,6096582,4883583
Switzerland,2023-03-28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16936081,6096589,4883677
Switzerland,2023-03-29,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16936326,6096605,4883799
Switzerland,2023-03-30,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16936501,6096615,4883933
Switzerland,2023-03-31,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16936753,6096623,4884098
Switzerland,2023-04-01,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16936814,6096627,4884136
Switzerland,2023-04-03,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16936907,6096631,4884197
Switzerland,2023-04-04,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16936994,6096639,4884242
Switzerland,2023-04-05,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937132,6096657,4884308
Switzerland,2023-04-06,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937207,6096660,4884348
Switzerland,2023-04-08,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937221,6096660,4884358
Switzerland,2023-04-10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937223,6096660,4884359
Switzerland,2023-04-11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937292,6096667,4884406
Switzerland,2023-04-12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937440,6096685,4884471
Switzerland,2023-04-13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937507,6096687,4884508
Switzerland,2023-04-14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937676,6096694,4884595
Switzerland,2023-04-15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937700,6096696,4884611
Switzerland,2023-04-16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937703,6096696,4884613
Switzerland,2023-04-17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937773,6096702,4884649
Switzerland,2023-04-18,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937855,6096710,4884687
Switzerland,2023-04-19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16937964,6096719,4884736
Switzerland,2023-04-20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938016,6096725,4884764
Switzerland,2023-04-21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938140,6096732,4884833
Switzerland,2023-04-22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938198,6096739,4884853
Switzerland,2023-04-24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938282,6096749,4884894
Switzerland,2023-04-25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938336,6096754,4884916
Switzerland,2023-04-26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938466,6096763,4884961
Switzerland,2023-04-27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938543,6096772,4884997
Switzerland,2023-04-28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938672,6096780,4885040
Switzerland,2023-04-29,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938693,6096783,4885052
Switzerland,2023-05-01,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938722,6096785,4885067
Switzerland,2023-05-02,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938784,6096792,4885104
Switzerland,2023-05-03,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938910,6096800,4885156
Switzerland,2023-05-04,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16938938,6096806,4885168
Switzerland,2023-05-05,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939011,6096811,4885197
Switzerland,2023-05-06,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939024,6096812,4885205
Switzerland,2023-05-08,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939104,6096815,4885225
Switzerland,2023-05-09,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939137,6096815,4885241
Switzerland,2023-05-10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939229,6096824,4885266
Switzerland,2023-05-11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939277,6096828,4885284
Switzerland,2023-05-12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939359,6096839,4885316
Switzerland,2023-05-13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939374,6096839,4885320
Switzerland,2023-05-15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939402,6096841,4885328
Switzerland,2023-05-16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939443,6096843,4885351
Switzerland,2023-05-17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939546,6096852,4885393
Switzerland,2023-05-19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939569,6096852,4885402
Switzerland,2023-05-20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939574,6096852,4885404
Switzerland,2023-05-22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939612,6096853,4885415
Switzerland,2023-05-23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939651,6096855,4885427
Switzerland,2023-05-24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939700,6096864,4885444
Switzerland,2023-05-25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939748,6096867,4885461
Switzerland,2023-05-26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939796,6096871,4885481
Switzerland,2023-05-27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939816,6096872,4885485
Switzerland,2023-05-30,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939847,6096876,4885497
Switzerland,2023-05-31,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939914,6096880,4885522
Switzerland,2023-06-01,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939950,6096880,4885542
Switzerland,2023-06-02,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939979,6096881,4885553
Switzerland,2023-06-03,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16939993,6096881,4885555
Switzerland,2023-06-05,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940024,6096882,4885565
Switzerland,2023-06-06,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940050,6096884,4885577
Switzerland,2023-06-07,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940126,6096891,4885616
Switzerland,2023-06-08,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940151,6096891,4885629
Switzerland,2023-06-09,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940179,6096891,4885650
Switzerland,2023-06-10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940187,6096891,4885654
Switzerland,2023-06-12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940207,6096891,4885662
Switzerland,2023-06-13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940230,6096892,4885672
Switzerland,2023-06-14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940297,6096898,4885697
Switzerland,2023-06-15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940331,6096898,4885718
Switzerland,2023-06-16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940355,6096899,4885726
Switzerland,2023-06-17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940363,6096900,4885727
Switzerland,2023-06-19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940380,6096900,4885737
Switzerland,2023-06-20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940398,6096900,4885744
Switzerland,2023-06-21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940449,6096901,4885759
Switzerland,2023-06-22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940474,6096902,4885766
Switzerland,2023-06-23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940491,6096903,4885773
Switzerland,2023-06-24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940503,6096903,4885775
Switzerland,2023-06-26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,16940522,6096903,4885782
